,char,IndvRawFrequency,cumulativeRawFrequency,Pinyin,English,kDefinition,kHanyuPinyin,kMandarin,kTotalStrokes,kSimplifiedVariant,ucn
7498,笇,6,99.99731375087,suan4,,,52952.050:suàn,suàn,10,,U+7B07
7499,篂,6,99.997316851581,xing1,,,52991.070:xīng,xīng,15,,U+7BC2
7500,緛,6,99.997319952292,ruan3,,,"53425.060:ruǎn,ruàn",ruǎn,15,U+2C630,U+7DDB
7501,編,6,99.997323053002,bian1,,"knit, weave; arrange; compile","53431.050:biān,biǎn,biàn",biān,15,U+7F16,U+7DE8
7502,縿,6,99.997326153713,xian1,,streamer,"53450.020:shān,xiān,xiāo,sāo,cǎn",shān,17,U+30B2A,U+7E3F
7503,舊,6,99.997329254424,jiu4,,"old, ancient; former, past",53043.180:jiù,jiù,17,U+65E7,U+820A
7504,蓴,6,99.997332355135,tuan2,,Brasenia schreberi,"53276.040:tuán,chún",chún,14,U+83BC,U+84F4
7505,蕚,6,99.997335455846,e4,,the calyx of a flower; younger brother,,è,15,,U+855A
7506,蘆,6,99.997338556556,lu2,,"rushes, reeds",53325.070:lú,lú,19,U+82A6,U+8606
7507,蝿,6,99.997341657267,ying2,,flies,,yíng,15,,U+877F
7508,袃,6,99.997344757978,chai4,,,53076.020:chài,chài,10,,U+8883
7509,親,6,99.997347858689,qin1,,"relatives, parents; intimate","63671.120:qīn,qìng",qīn,16,U+4EB2,U+89AA
7510,訴,6,99.9973509594,su4,,accuse; sue; inform; narrate,63955.080:sù,sù,12,U+8BC9,U+8A34
7511,讕,6,99.997354060111,lan2,,"accuse falsely; slander, libel",64033.030:lán,lán,24,U+8C30,U+8B95
7512,讚,6,99.997357160821,zan4,,"praise, commend, eulogize",64034.050:zàn,zàn,26,U+2C92E,U+8B9A
7513,財,6,99.997360261532,cai2,,"wealth, valuables, riches",63624.070:cái,cái,10,U+8D22,U+8CA1
7514,贏,6,99.997363362243,ying2,,"win; surplus, gain, profit",32125.020:yíng,yíng,20,U+8D62,U+8D0F
7515,軅,6,99.997366462954,yan4,,,,yàn,19,,U+8EC5
7516,軓,6,99.997369563665,fan4,,,53516.050:fàn,fàn,10,U+30E74,U+8ED3
7517,釙,6,99.997372664375,po1,,"polonium (element 84, Po)","64169.060:pò,pō",pò,10,U+948B,U+91D9
7518,鉄,6,99.997375765086,zhi2,,"iron; strong, solid, firm","64186.140:zhí,tiě",zhí,13,,U+9244
7519,錆,6,99.997378865797,qiang1,,the color of a mineral,64214.040:qiāng,qiāng,16,U+9516,U+9306
7520,閶,6,99.997381966508,chang1,,gate of heaven; main gate of palace,"74304.050:chāng,tāng",chāng,16,U+960A,U+95B6
7521,鯕,6,99.997385067219,qi2,,Coryphaena hippurus,74694.130:qí,qí,19,U+9CAF,U+9BD5
7522,鶕,6,99.997388167929,an1,,,,ān,20,U+2CE1D,U+9D95
7523,麨,6,99.99739126864,chao3,,,74601.100:chǎo,chǎo,15,U+2A38A,U+9EA8
7524,䜩,6,99.997394369351,,,"(simplified form of 讌) a feast, banquet; to entertain, feast",,yàn,23,,U+4729
7525,䴗,6,99.997397470062,,,a shrike,,jú,20,,U+4D17
7526,脭,6,99.997400570773,cheng2,,,32078.040:chéng,chéng,11,,U+812D
7527,鲯,6,99.997403671483,qi2,,Coryphaena hippurus,,qí,16,,U+9CAF
7528,鐏,6,99.997406772194,zun1,,cap,64259.020:zūn,zūn,20,U+28C54,U+940F
7529,魾,6,99.997409872905,pi1,,,"74680.080:pī,pí",pī,16,U+311DD,U+9B7E
7530,眎,5,99.997412456831,shi4,,"look at, inspect, observe, see",42479.020:shì,shì,10,,U+770E
7531,睞,5,99.997415040756,lai4,,squint at; sidelong glance,42495.070:lài,lài,13,U+7750,U+775E
7532,窋,5,99.997417624682,ku1,,,"42727.050:zhú,kū",zhú,10,,U+7A8B
7533,籠,5,99.997420208608,long2,,cage; cage-like basket,"53031.030:lóng,lǒng",lóng,22,U+7B3C,U+7C60
7534,綠,5,99.997422792533,lv4,,green; chlorine,,lǜ,14,U+7EFF,U+7DA0
7535,縡,5,99.997425376459,zai4,,"matter, affair","53440.060:zài,zēng",zài,16,U+30B34,U+7E21
7536,縫,5,99.997427960385,feng2,,"sew, mend","53437.220:féng,fèng",fèng,16,U+7F1D,U+7E2B
7537,肅,5,99.99743054431,su4,,pay respects; reverently,53169.040:sù,sù,13,U+8083,U+8085
7538,鉏,5,99.997433128236,chu2,,"hoe; eradicate, eliminate","64185.060:chú,zū,zhù,jǔ,chá,xú",chú,13,U+2CB3A,U+924F
7539,謦,5,99.997435712162,qing3,,to speak softly,64010.120:qǐng,qìng,18,,U+8B26
7540,麹,5,99.997438296087,qu1,,"yeast, leaven; surname",,qū,15,,U+9EB9
7541,蔔,5,99.997440880013,bo,,radish; other root vegetables,53282.040:bo,bó,14,U+535C,U+8514
7542,繐,5,99.997443463939,sui4,,fine cloth,53451.090:suì,suì,18,U+30B38,U+7E50
7543,眥,5,99.997446047864,zi4,,eye sockets; corner of the eyes,42485.100:zì,zì,11,U+7726,U+7725
7544,粺,5,99.99744863179,bai4,,polished rice or millet,53152.140:bài,bài,14,,U+7CBA
7545,缊,5,99.997451215716,wen1,,"tangled hemp, raveled silk; vague, confused",,yūn,12,,U+7F0A
7546,艈,5,99.997453799642,uu,,,,yù,13,,U+8248
7547,蓇,5,99.997456383567,gu1,,follicles of plants,53249.130:gū,gǔ,12,,U+84C7
7548,蛣,5,99.997458967493,jie2,,(dung) beetle,"42847.050:jié,qiè",qī,12,,U+86E3
7549,蹾,5,99.997461551419,dun1,,to squat; to crouch,63741.020:dūn,dūn,19,,U+8E7E
7550,掎,5,99.997464135344,ji3,drag,"drag aside, pull; drag one foot","31893.040:jǐ,yǐ",jǐ,11,,U+638E
7551,哜,5,99.99746671927,ji4,sip,sip,,jì,9,,U+54DC
7552,鄦,5,99.997469303196,xu3,,,63796.090:xǔ,xǔ,14,U+30EE1,U+9126
7553,陞,5,99.997471887121,sheng1,,"promote, rise, ascend",,shēng,9,,U+965E
7554,韰,5,99.997474471047,xie4,,,74404.090:xiè,xiè,16,,U+97F0
7555,飖,5,99.997477054973,yao2,,"floating in air, drifting with wind",,yáo,14,,U+98D6
7556,镲,5,99.997479638898,cha3,,cymbals,,chǎ,19,,U+9572
7557,麃,5,99.997482222824,biao1,,"till, plow","74728.160:páo,biāo,piǎo",páo biāo,15,,U+9E83
7558,禑,5,99.99748480675,wu2,,happy; used in historical names,,wú,13,,U+7991
7559,筰,5,99.997487390675,zuo2,,cable,52974.090:zuó,zuó,13,,U+7B70
7560,聠,5,99.997489974601,ping2,,,"42788.120,42791.060:pīng",pīng,12,,U+8060
7561,茷,5,99.997492558527,pei4,,flutter; flower,"53205.100:fá,pèi,bó,bá",fá,9,,U+8337
7562,螀,5,99.997495142452,jiang1,,kind of cicada,,jiāng,15,,U+8780
7563,袞,5,99.997497726378,gun3,,ceremonial dress worn by the emperor,,gǔn,11,U+886E,U+889E
7564,褧,5,99.997500310304,jiong3,,unlined clothes; light overcoat,53105.050:jiǒng,jiǒng,16,,U+8927
7565,賮,5,99.997502894229,jin4,,farewell gift,63653.120:jìn,jìn,16,U+30DE7,U+8CEE
7566,赗,5,99.997505478155,feng4,,gift,,fèng,13,,U+8D57
7567,踡,5,99.997508062081,juan3,,"curled, coiled","63719.030:quán,juǎn",quán,15,,U+8E21
7568,揞,5,99.997510646006,an3,,to cover (with the hand),"31923.070:ǎn,yàn,yè",ǎn,12,,U+63DE
7569,遝,5,99.997513229932,ta4,,"mixed, abundant, assorted",63872.010:tà,tà,13,,U+905D
7570,酂,5,99.997515813858,zan4,,collect; small administration,,cuó,18,,U+9142
7571,酇,5,99.997518397783,zan4,,collect; small administration,"63805.090:zàn,cuó",zàn,21,U+9142,U+9147
7572,醜,5,99.997520981709,chou3,,"ugly looking, homely; disgraceful",63590.060:chǒu,chǒu,16,U+4E11,U+919C
7573,檑,5,99.997523565635,lei2,logs rolled down in defense of city,logs rolled down to defend a city,"21300.080:léi,lèi",léi,17,,U+6A91
7574,雮,5,99.99752614956,mu4,,,64059.070:mù,mù,12,,U+96EE
7575,氍,5,99.997528733486,qu2,woolen rug,fine woollen cloth; a mat used by the emperor in worshipping god,32008.190:qú,qú,22,,U+6C0D
7576,腙,5,99.997531317412,zong1,,hydrazine; a hydrazone,32091.040:zōng,zōng,12,,U+8159
7577,飩,5,99.997533901337,tun2,,stuffed dumplings,"74443.120:tún,zhùn",tún,12,U+9968,U+98E9
7578,痖,5,99.997536485263,ya3,,dumb,,yǎ,11,,U+75D6
7579,髣,5,99.997539069189,fang3,,"similar to, like",74520.080:fǎng,fǎng,14,,U+9AE3
7580,髳,5,99.997541653114,mao2,,state,"74523.050:máo,róu,méng",máo,15,,U+9AF3
7581,酎,5,99.99754423704,zhou4,strong wine,"double-fermented wine, vintage wine",63573.050:zhòu,zhòu,10,,U+914E
7582,鲒,5,99.997546820966,jie2,oyster,clam; oyster,,jié,14,,U+9C92
7583,鲪,5,99.997549404891,jun1,,,,jūn,15,,U+9CAA
7584,鹯,5,99.997551988817,zhan1,,hawk; Butastur indicus,,zhān,18,,U+9E6F
7585,麜,5,99.997554572743,li4,,,74735.010:lì,lì,21,,U+9E9C
7586,齸,5,99.997557156668,yi4,,,74799.100:yì,yì,25,U+3133D,U+9F78
7587,齻,5,99.997559740594,dian1,,,74799.130:diān,diān,25,U+3133A,U+9F7B
7588,粩,5,99.99756232452,lao1,,,,lāo,12,,U+7CA9
7589,詣,5,99.997564908445,yi4,,"reach; achievement, accomplishment",63968.050:yì,yì,13,U+8BE3,U+8A63
7590,隄,5,99.997567492371,di1,,"dike, embankment",64144.020:dī,dī tí,11,,U+9684
7591,簰,5,99.997570076297,pai2,,bamboo raft,,pái,18,,U+7C30
7592,蒾,5,99.997572660222,mi2,,,53254.130:mí,mí,12,,U+84BE
7593,蓏,5,99.997575244148,luo3,,fruit of plant; melon,53266.040:luǒ,luǒ,13,,U+84CF
7594,薳,5,99.997577828074,wei3,,name of a herb; surname; (Cant.) a plant stem,"53299.090:wěi,yuǎn",wěi,16,U+44D5,U+85B3
7595,藛,5,99.997580412,xie3,,,53323.010:xiě,xiě,18,,U+85DB
7596,蚢,5,99.997582995925,hang2,,,42840.100:háng,háng,10,,U+86A2
7597,蓠,5,99.997585579851,li2,Gracilaria confervoides,Gracilaria verrucosa,,lí,13,,U+84E0
7598,蓰,5,99.997588163777,xi3,(grass)/increase five fold,to increase five-fold,53281.050:xǐ,xǐ,14,,U+84F0
7599,遡,5,99.997590747702,su4,,go upstream; trace source; formerly,63873.060:sù,sù,13,,U+9061
7600,郋,5,99.997593331628,xi2,,,63768.060:xí,xí,8,,U+90CB
7601,鄜,5,99.997595915554,fu1,,county in Shanxi province,"63794.040:fū,lù",fū,13,,U+911C
7602,錞,5,99.997598499479,dui4,,instrument,"64223.070:duì,chún,duò",chún,16,U+2CB5A,U+931E
7603,靣,5,99.997601083405,mian4,,,,miàn,8,,U+9763
7604,鸂,5,99.997603667331,xi1,,"Mandarin duck, Aix galericulata","74666.110:xī,qī",xī,24,U+3D89,U+9E02
7605,麐,5,99.997606251256,lin2,,female of Chinese unicorn,,lín,18,,U+9E90
7606,麚,5,99.997608835182,jia1,,,74734.170:jiā,jiā,20,,U+9E9A
7607,齧,5,99.997611419108,nie4,,"bite, gnaw; wear down, erode",74792.080:niè,niè,21,U+2B729,U+9F67
7608,䌷,5,99.997614003033,,,(simplified form of 紬) a thread; a clue,,chōu,11,,U+4337
7609,睊,5,99.997616586959,juan4,,"see, look, gaze at; askance",42491.060:juàn,juàn,12,,U+774A
7610,砢,5,99.997619170885,luo3,,pile of stones,"42422.100:luǒ,kē",kē,10,,U+7822
7611,碻,5,99.99762175481,qiao1,,solid,"42449.020:què,qiāo",què,15,,U+78BB
7612,絃,5,99.997624338736,xuan4,,string on musical instrument,"53385.060:xián,xuàn",xián,11,U+30B08,U+7D43
7613,茝,5,99.997626922662,zhi3,,(archaic) an aromatic grass,"53214.170:chǎi,zhǐ",chǎi,10,,U+831D
7614,菴,5,99.997629506587,yan3,,small Buddhist monastery,"53231.130:ān,yǎn",ān,11,,U+83F4
7615,袥,5,99.997632090513,tuo1,,,53082.070:tuō,tuō,10,,U+88A5
7616,襍,5,99.997634674439,za2,,"mixed, blended; mix, mingle",,zá,17,,U+894D
7617,覗,5,99.997637258364,si4,,peek,63667.140:sì,sì,12,U+2C88A,U+8997
7618,詩,5,99.99763984229,shi1,,"poetry; poem, verse, ode",63961.050:shī,shī,13,U+8BD7,U+8A69
7619,諥,5,99.997642426216,zhong4,,,63999.050:zhòng,zhòng,16,U+2B373,U+8AE5
7620,跂,5,99.997645010141,qi2,,"creeping, crawling","63689.060:qí,qǐ,qì,jī,zhī",qí,11,,U+8DC2
7621,辵,5,99.997647594067,chuo4,,walk; walking; Kangxi radical 162,63815.010:chuò,chuò,7,,U+8FB5
7622,邅,5,99.997650177993,zhan1,,"hesitant, faltering","63890.130:zhān,zhàn",zhān,16,,U+9085
7623,醨,5,99.997652761918,li2,,dregs of wine,63594.010:lí,lí,17,,U+91A8
7624,頍,5,99.997655345844,kui3,,to raise one's head,74359.110:kuǐ,kuǐ,13,U+2B806,U+980D
7625,疰,5,99.99765792977,zhu4,,summer-time disease,42669.010:zhù,zhù,10,,U+75B0
7626,觜,5,99.997660513695,zi1/zui3,"(zodiacal sign), mouth",turtle beak; 20th lunar mansions; λ Orionis (Meissa),"63924.020:zī,zuǐ",zī,13,,U+89DC
7627,鴿,5,99.997663097621,ge1,,"pigeon, dove; Columba species (various)",74630.150:gē,gē,17,U+9E3D,U+9D3F
7628,笭,5,99.997665681547,ling2,,bamboo screen,52958.070:líng,líng,11,,U+7B2D
7629,糷,5,99.997668265472,lan4,,,53164.190:làn,làn,26,U+30AD6,U+7CF7
7630,纘,5,99.997670849398,zuan3,,"continue, carry on, succeed",53471.050:zuǎn,zuǎn,25,U+7F35,U+7E98
7631,翉,5,99.997673433324,ben3,,,53344.120:běn,běn,11,,U+7FC9
7632,胵,5,99.997676017249,zhi4,,"(Cant.) 芙胵, the gizzard and liver of domestic fowl","32067.050:chī,zhì",chī,10,,U+80F5
7633,芖,5,99.997678601175,zhi4,,,53174.120:zhì,zhì,6,,U+8296
7634,蔣,5,99.997681185101,jiang3,,surname; Hydropyrum latifolium,"53285.170:jiāng,jiǎng",jiǎng,14,U+848B,U+8523
7635,蔦,5,99.997683769026,niao3,,the convolvulus; parasitic plants such as mistletoe; Ribes ambiguum,53281.150:niǎo,niǎo,14,U+8311,U+8526
7636,蛚,5,99.997686352952,lie4,,,42848.090:liè,liè,12,,U+86DA
7637,蛯,5,99.997688936878,lao3,,shrimp,,lǎo,12,,U+86EF
7638,蜏,5,99.997691520803,you3,,,42856.100:yǒu,yǒu,13,,U+870F
7639,讞,5,99.997694104729,yan4,,"to decide, judge; a verdict, decision",64034.070:yàn,yàn,27,U+8C33,U+8B9E
7640,賲,5,99.997696688655,bao3,,,63653.010:bǎo,bǎo,16,,U+8CF2
7641,钃,5,99.99769927258,zhu2,,,,zhú,29,U+30FBD,U+9483
7642,餈,5,99.997701856506,ci2,,rice cake,74452.020:cí,cí,15,,U+9908
7643,馧,5,99.997704440432,wo4,,,"74425.030:yūn,wò",yūn,18,,U+99A7
7644,麤,5,99.997707024357,cu1,,"rough, coarse",74737.020:cū,cū,33,,U+9EA4
7645,鼶,5,99.997709608283,si1,,,74777.090:sī,sī,23,,U+9F36
7646,禱,5,99.997712192209,dao3,,"pray; entreat, beg, plead; prayer",42410.100:dǎo,dǎo,18,U+7977,U+79B1
7647,臓,5,99.997714776135,zang4,,"internal organs, viscera",,zàng,18,,U+81D3
7648,鈍,5,99.99771736006,dun4,,"blunt, obtuse; dull; flat; dull-witted",64175.030:dùn,dùn,12,U+949D,U+920D
7649,錫,5,99.997719943986,xi1,,"tin (element 50, Sn); bestow, confer","64219.030:xī,tì",xī,16,U+9521,U+932B
7650,紛,5,99.997722527912,fen1,,"in disorder, scattered, tangled",53375.090:fēn,fēn,10,U+7EB7,U+7D1B
7651,遙,5,99.997725111837,yao2,,"far away, distant, remote",,yáo,13,U+9065,U+9059
7652,螣,5,99.997727695763,te4,,mythological wingless dragon,"32114.010:téng,tè",tè,16,,U+87A3
7653,铽,5,99.997730279689,te4,terbium,"terbium (element 65, Tb)",,tè,12,,U+94FD
7654,竝,5,99.997732863614,bing4,,"to combine, annex; also, what's more",,bìng,10,,U+7ADD
7655,粊,5,99.99773544754,bi3,,,,bì,10,,U+7C8A
7656,紗,5,99.997738031466,sha1,,"gauze, thin silk; yarn, thread","53373.030:shā,miǎo",shā,10,U+7EB1,U+7D17
7657,紮,5,99.997740615391,za1,,"tie, fasten, bind","53379.040:zā,zhā",zā,11,,U+7D2E
7658,絺,5,99.997743199317,zhi3,,fine linen; fine hemp fiber,"53405.130:chī,zhǐ",chī,13,U+2B128,U+7D7A
7659,絿,5,99.997745783243,qiu2,,urgent,53401.070:qiú,qiú,13,U+30B17,U+7D7F
7660,緯,5,99.997748367168,wei3,,woof; parallels of latitude,53432.060:wěi,wěi,15,U+7EAC,U+7DEF
7661,脦,5,99.997750951094,te4,,slovenly,32077.070:tè,de,11,,U+8126
7662,臇,5,99.99775353502,juan3,,"fat, rich; a stew of fish",32112.030:juǎn,juǎn,16,U+442A,U+81C7
7663,臋,5,99.997756118945,tun2,,,,tún,19,,U+81CB
7664,葍,5,99.997758702871,fu2,,plant,53244.110:fú,fú,12,,U+844D
7665,葞,5,99.997761286797,mi3,,,53257.120:mǐ,mǐ,12,,U+845E
7666,葯,5,99.997763870722,yao4,,orris root; leaf of the iris; medicine,53259.090:yào,yào,12,,U+846F
7667,葻,5,99.997766454648,lan2,,,53253.100:lán,lán,12,U+2C725,U+847B
7668,藙,5,99.997769038574,yi4,,dogwood,53322.020:yì,yì,18,,U+85D9
7669,蜔,5,99.997771622499,dian4,,inlaid shell-work,42857.060:diàn,diàn,13,,U+8714
7670,螕,5,99.997774206425,bi1,,"a tick, mite","42879.040:bī,pī",bī,16,,U+8795
7671,蟻,5,99.997776790351,yi3,,ants,"42898.110:yǐ,jǐ",yǐ,19,U+8681,U+87FB
7672,襲,5,99.997779374276,xi2,,"raid, attack; inherit",53121.020:xí,xí,22,U+88AD,U+8972
7673,觼,5,99.997781958202,jue2,,buckle,,jué,21,,U+89FC
7674,觿,5,99.997784542128,wei2,,"a bodkin made of ivory, horn","63935.040:xī,wéi",xī,25,,U+89FF
7675,詼,5,99.997787126053,hui1,,"tease, joke with; ridicule, mock",63963.020:huī,huī,13,U+8BD9,U+8A7C
7676,諝,5,99.997789709979,xu1,,knowledge; discrimination; treachery,64003.040:xū,xū,16,U+8C1E,U+8ADD
7677,貨,5,99.997792293905,huo4,,"goods, commodities, products",63627.010:huò,huò,11,U+8D27,U+8CA8
7678,賀,5,99.99779487783,he4,,congratulate; send present,63636.040:hè,hè,12,U+8D3A,U+8CC0
7679,趧,5,99.997797461756,ti2,,,53494.100:tí,tí,16,,U+8DA7
7680,跉,5,99.997800045682,ling2,,,63697.060:líng,líng,12,,U+8DC9
7681,躍,5,99.997802629607,yue4,,"skip, jump, frolic","63746.070:yuè,tì",yuè,21,U+8DC3,U+8E8D
7682,軒,5,99.997805213533,xuan1,,carriage; high; wide; balcony; surname of the Yellow Emperor,"53514.060:xuān,xiǎn,xiàn,hǎn,jiān",xuān,10,U+8F69,U+8ED2
7683,輪,5,99.997807797459,lun2,,"wheel; revolve, turn; recur",53540.060:lún,lún,15,U+8F6E,U+8F2A
7684,邉,5,99.997810381384,bian1,,"edge, margin, side, border",,biān,17,,U+9089
7685,鄶,5,99.99781296531,kuai4,,state in today's Henan province,63801.030:kuài,kuài,15,U+90D0,U+9136
7686,酁,5,99.997815549236,chan2,,,"63804.020,80039.080:chán",chán,19,,U+9141
7687,釀,5,99.997818133161,niang4,,"brew, ferment","63603.100:niàng,niáng",niàng,24,U+917F,U+91C0
7688,鈾,5,99.997820717087,you2,,uranium (U),"64186.050:zhòu,yóu",yóu,13,U+94C0,U+923E
7689,鈿,5,99.997823301013,dian4,,"hairpin; gold inlaid work, filigree","64186.030:tián,diàn",tián,13,U+94BF,U+923F
7690,鍊,5,99.997825884938,lian4,,"smelt metals, forge; refine","64228.140:liàn,jiàn",liàn,17,U+2B500,U+934A
7691,闀,5,99.997828468864,hong4,,,,hòng,17,,U+95C0
7692,闄,5,99.99783105279,yao3,,,74307.100:yǎo,yǎo,17,U+2CBB2,U+95C4
7693,腽,5,99.997833636715,wa4,castor,fat,32095.110:wà,wà,13,,U+817D
7694,霧,5,99.997836220641,wu4,,"fog, mist, vapor, fine spray","64074.150:wù,méng",wù,18,U+96FE,U+9727
7695,韌,5,99.997838804567,ren4,,"strong and pliable, resilient; (Cant.) tough, elastic","74503.050,74503.070:rèn",rèn,12,U+97E7,U+97CC
7696,頎,5,99.997841388493,ken3,,tall and slim,"74361.110:qí,kěn",qí,13,U+9880,U+980E
7697,額,5,99.997843972418,e2,,"forehead; tablet, plaque; fixed",74384.040:é,é,18,U+989D,U+984D
7698,顫,5,99.997846556344,chan4,,"shiver, tremble; trembling","74394.090:chàn,zhàn,shān",chàn,22,U+98A4,U+986B
7699,顬,5,99.99784914027,ru2,,the temporal bone,74395.040:rú,rú,23,U+98A5,U+986C
7700,髿,5,99.997851724195,suo1,,,74527.010:suō,suō,17,,U+9AFF
7701,鴣,5,99.997854308121,gu1,,Arborophila species (various),74622.070:gū,gū,16,U+9E2A,U+9D23
7702,鶝,5,99.997856892047,bi4,,,"74644.220:fú,bì",fú,20,U+3128F,U+9D9D
7703,鷣,5,99.997859475972,yin2,,,74660.070:yín,yín,23,U+2B703,U+9DE3
7704,齋,5,99.997862059898,zhai1,,"vegetarian diet; study; to fast, abstain",74785.030:zhāi,zhāi,17,U+658B,U+9F4B
7705,鋊,5,99.997864643824,yu4,,a poker; brass filings; to file,64210.020:yù,yù,15,U+30F86,U+92CA
7706,隤,5,99.997867227749,tui2,,to fall in ruins; to collapse,64157.090:tuí,tuí,14,U+2CBCE,U+96A4
7707,艦,5,99.997869811675,jian4,,warship,53069.080:jiàn,jiàn,20,U+8230,U+8266
7708,譟,5,99.997872395601,zao4,,"clamor, noise, din; slander",64024.050:zào,zào,20,U+2C928,U+8B5F
7709,蒉,5,99.997874979526,kui4,(surname)/Amaranthus mangostanus,edible amaranth; straw basket,,kuì,12,,U+8489
7710,磜,5,99.997877563452,qi4,,,42453.110:qī,qì,16,,U+78DC
7711,綼,5,99.997880147378,bi4,,,53416.040:bì,bì,14,U+30B24,U+7DBC
7712,輋,5,99.997882731303,she1,,"沙田禾輋, Hong Kong toponym",10790.080:shē,shē,13,U+2AA36,U+8F0B
7713,頨,5,99.997885315229,yu3,,,"74371.070:yǔ,biàn",yǔ,15,,U+9828
7714,閗,5,99.997887899155,dou4,,,,dòu,12,U+2B52F,U+9597
7715,鮍,5,99.99789048308,pi1,,Spanish mackerel,"74684.010:pī,pí,jù",pī,16,U+9C8F,U+9B8D
7716,鯡,5,99.997893067006,fei1,,herring,"74695.130:fèi,fēi",fèi,19,U+9CB1,U+9BE1
7717,鲹,5,99.997895650932,shen1,,a horse mackerel,,shēn,16,,U+9CB9
7718,禣,4,99.997897718072,fu4,,,,fù,14,,U+79A3
7719,粏,4,99.997899785213,tai4,,,,tai,10,,U+7C8F
7720,綿,4,99.997901852353,mian2,,"cotton wad; wool; soft, downy",,mián,14,U+7EF5,U+7DBF
7721,臐,4,99.997903919494,xun1,,broth,32120.140:xūn,xūn,18,,U+81D0
7722,迏,4,99.997905986634,da2,,,,dá,7,,U+8FCF
7723,鋾,4,99.997908053775,tao2,,,64223.030:táo,táo,16,U+30F8F,U+92FE
7724,鐇,4,99.997910120915,fan2,,"vanadium (element 23, V)",64257.070:fán,fán,20,U+2B50D,U+9407
7725,铻,4,99.997912188056,wu2,,misfit; discordant; music instrument; hoe,,wú,12,,U+94FB
7726,鮼,4,99.997914255196,qin1,,,74693.090:qīn,qīn,18,,U+9BBC
7727,鼈,4,99.997916322337,bie1,,"a fresh-water turtle, Trionyx sinensis",,biē,24,U+31307,U+9F08
7728,込,4,99.997918389478,ru4,,"crowd into, go into",,yū,5,,U+8FBC
7729,篰,4,99.997920456618,bu4,,a bamboo basket,53004.070:bù,bù,16,,U+7BF0
7730,痄,4,99.997922523759,zha4,mumps,"scrofulous swellings and sores, mumps",42667.010:zhà,zhà,10,,U+75C4
7731,睄,4,99.997924590899,qiao2,,(Cant.) to glance,"42490.100:shào,qiáo,xiāo",shào,12,,U+7744
7732,磡,4,99.99792665804,kan4,,"cliff, ledge, bank; step",42451.030:kàn,kàn,16,,U+78E1
7733,窔,4,99.99792872518,yao4,,corner,"42729.120:yào,yǎo",yào,11,,U+7A94
7734,筊,4,99.997930792321,jiao3,,bamboo rope or cable,"52970.020:jiǎo,jiào",xiáo,12,,U+7B4A
7735,羺,4,99.997932859461,nou2,,,53140.020:nóu,nóu,20,,U+7FBA
7736,腪,4,99.997934926602,yun4,,,32099.100:yùn,yùn,13,U+2336F,U+816A
7737,臢,4,99.997936993742,za1,,dirty; filthy,"32128.040:zā,zān",zā,23,U+81DC,U+81E2
7738,荄,4,99.997939060883,gai1,,roots of grasses,53210.010:gāi,gāi,9,,U+8344
7739,蓡,4,99.997941128023,shen1,,,,shēn,13,,U+84E1
7740,蝀,4,99.997943195164,dong1,,rainbow,42860.040:dōng,dōng,14,U+2C7FD,U+8740
7741,詥,4,99.997945262305,ge2,,,"63967.050:hé,gé",hé,13,U+30D63,U+8A65
7742,豀,4,99.997947329445,xi1,,to quarrel; mean and petty,63905.070:xī,xī,17,,U+8C40
7743,苠,4,99.997949396586,min2,multitude/skin of bamboo,grow and ripen slowly,53197.090:mín,mín,8,,U+82E0
7744,郞,4,99.997951463726,lang2,,gentleman,,láng,9,,U+90DE
7745,骒,4,99.997953530867,ke4,mother horse,mother horse,,kè,11,,U+9A92
7746,戤,4,99.997955598007,gai4,infringe upon a trade mark,to infringe a trade-mark to pledge an article,21409.060:gài,gài,13,,U+6224
7747,铞,4,99.997957665148,diao4,,,,diào,11,,U+94DE
7748,耢,4,99.997959732288,lao4,,a kind of farm tool,,lào,13,,U+8022
7749,麯,4,99.997961799429,qu1,,"yeast, leaven",74602.220:qū,qū,17,U+66F2 U+312D0,U+9EAF
7750,秱,4,99.997963866569,tong2,,,42603.040:tóng,tóng,11,,U+79F1
7751,筼,4,99.99796593371,yun2,,tall bamboo,,yún,13,,U+7B7C
7752,綈,4,99.997968000851,ti2,,"coarse pongee, kind of heavy silk","53407.090:tí,tì",tí,13,U+7EE8,U+7D88
7753,翬,4,99.997970067991,hui1,,pheasant; variegated; to fly,53353.020:huī,huī,15,U+7FDA,U+7FEC
7754,脧,4,99.997972135132,juan1,,"reduce, contract; exploit; reproductive organ of infant",,juān,11,,U+8127
7755,茣,4,99.997974202272,wu2,,"mat, matting","53218.010,53219.070:wú",wú,10,,U+8323
7756,菒,4,99.997976269413,gao3,,,53233.070:gǎo,gǎo,11,,U+83D2
7757,蓯,4,99.997978336553,zong3,,"Cistanche deserticola, desert broomrape","53281.060:zǒng,cōng,sǒng",cōng,14,U+82C1,U+84EF
7758,蕝,4,99.997980403694,jue2,,handful,"53298.170:jué,zuì",jué,15,U+2B235,U+855D
7759,詝,4,99.997982470834,zhu3,,,63957.040:zhǔ,zhǔ,12,U+2C8DE,U+8A5D
7760,謱,4,99.997984537975,lou2,,chatter,"64012.090:lóu,lǚ",lóu,18,U+2B374,U+8B31
7761,冁,4,99.997986605115,chan3,smilingly,smile,,chǎn,18,,U+5181
