,Component,Strokes,CompositionType,LeftComponent,LeftStrokes,RightComponent,RightStrokes,Signature,Notes,Section
1202,劲,7,吅,𢀖,5,力,2,NMKS,?/,力
1203,劳,7,冖,艹,3,力,2,TBKS,/,力
1214,劾,8,吅,亥,6,力,2,YOKS,/,力
1215,势,8,吕,执,6,力,2,QIKS,/,力
1219,勃,9,吅,孛,7,力,2,JDKS,/,力
1223,勇,9,吕,甬,7,力,2,NBKS,/,力
1225,勉,9,吅,免,7,力,2,NUKS,/,力
1227,勋,9,吅,员,7,力,2,ROKS,/,力
1232,勐,10,吅,孟,8,力,2,NTKS,/,力
1234,勒,10,吅,革,8,力,2,TJKS,/,力
1238,勖,11,吅,冒,9,力,2,AUKS,/,力
1240,勘,11,吅,甚,9,力,2,TVKS,/,力
1247,募,12,吕,莫,10,力,2,TAKS,/,力
1252,勤,13,吅,堇,11,力,2,TMKS,/,力
1264,勰,15,吅,劦,6,思,9,KSWP,/,力
1274,勺,3,回,勹,2,丶,1,PI,/,勹
1278,勾,4,回,勹,2,厶,2,PI,/,勹
1279,勿,4,一,勿,2,*,2,PHH,/,勹
1280,匀,4,回,勹,2,冫,2,PIM,/,勹
1285,包,5,回,勹,2,巳,3,PRU,/,勹
1286,匆,5,+,勿,4,丶,1,PKK,/,勹
1288,匈,6,回,勹,2,凶,4,PUK,/,勹
1293,匍,9,回,勹,2,甫,7,PIJB,/,勹
1295,匏,11,吅,夸,6,包,5,KSPRU,/,勹
1296,匐,11,回,勹,2,畐,9,PMRW,/,勹
1301,匕,2,一,匕,2,*,0,UH,/,*
1302,化,4,吅,亻,2,匕,2,OP,/,匕
1303,北,5,吅,爿?,3,匕,2,LMP,?/,匕
1305,匙,11,吅,是,9,匕,2,AOP,/,匕
1306,匚,2,一,匚,2,*,0,MV,/,*
1309,匝,5,回,匚,2,巾,3,SLB,/,匚
1312,匠,6,回,匚,2,斤,4,SHML,/,匚
1313,匡,6,回,匚,2,王,4,SMG,/,匚
1315,匣,7,回,匚,2,甲,5,SWL,/,匚
1318,匦,8,回,匚,2,轨,6,SKQN,/,匚
1322,匪,10,回,匚,2,非,8,SLMY,/,匚
1326,匮,11,回,匚,2,贵,9,SLMO,/,匚
1337,匹,4,回,匚,2,儿,2,SC,/,匸
1338,区,4,回,匚,2,乂,2,SK,/,匸
1339,医,7,回,匚,2,矢,5,SOK,/,匸
1342,匾,11,回,匚,2,扁,9,SISB,/,匸
1343,匿,10,回,匚,2,若,8,STKR,/,匸
1345,十,2,一,十,2,*,0,J,/,*
1347,千,3,吕,丿,1,十,2,HJ,/,十
1349,卅,4,+,川,3,一,1,TJ,/,十
1351,升,4,一,升,4,*,0,HT,/,十
1352,午,4,吕,𠂉,2,十,2,OJ,/,十
1353,卉,5,吕,十,2,廾,3,JT,/,十
1354,半,5,一,半,5,*,0,FQ,/,十
1358,华,6,吕,化,4,十,2,OPJ,/,十
1359,协,6,吅,十,2,办,4,JKSC,/,十
1361,卑,8,一,卑,8,*,0,HWHJ,/,十
1362,卒,8,吕,亠从,6,十,2,YOOJ,?/,十
1363,卓,8,吕,卜,6,早,2,YAJ,/,十
1365,单,8,吕,八田,6,十,2,CWJ,?/?,十
1366,卖,8,吕,十,2,买,6,JNYK,/,十
1367,南,9,吕,十冂,4,丷干,5,JBTJ,?/?,十
1370,博,12,吅,十,2,尃,10,JIBI,/,十
1372,卜,2,一,卜,2,*,0,Y,/,*
1374,卞,4,吕,亠,2,卜,2,YY,/,卜
1375,卟,5,吅,口,3,卜,2,RY,/,卜
1376,占,5,吕,卜,2,口,3,YR,/,卜
1377,卡,5,吕,上,3,卜,2,YMY,/,卜
1378,卢,5,吕,卜,2,尸,3,YS,/,卜
1379,卣,7,吕,卜,2,囙,5,YWS,/,卜
1380,卤,7,吕,卜,2,龱,5,YWK,/,卜
1382,卦,8,吅,圭,6,卜,2,GGY,/,卜
1383,卧,8,吅,臣,6,卜,2,SLY,/,卜
1387,卫,3,一,卫,3,*,0,SLM,/,卩
1390,卮,5,吕,𠂋,3,㔾,2,HMSU,?/,卩
1391,卯,5,吅,𠂎,3,卩,2,HHSL,?/,卩
1392,印,6,吅,厂二,4,卩,2,HPSL,?/,卩
1393,危,6,吕,⺈,2,厄,4,NMSU,/,卩
1395,即,8,吅,艮,6,卩,2,AISL,*/,卩
1396,却,7,吅,去,5,卩,2,GISL,/,卩
1397,卵,7,吅,𠂑,5,卪,2,HHSLI,/,卩
1399,卷,8,吕,龹,6,卩,2,FQSU,/,卩
1400,卸,8,吅,𦈢,6,卩,2,OMSL,/,卩
1402,卺,8,吕,丞,6,㔾,2,NEMSU,/,卩
1407,卿,11,吅,𠂎,3,即,8,HHAIL,/,卩
1410,厂,2,一,厂,2,*,0,MH,/,*
1412,厄,4,吕,厂,2,㔾,2,MSU,/,厂
1413,厅,4,吕,厂,2,丁,2,MMN,/,厂
1414,历,4,吕,厂,2,力,2,MKS,/,厂
1417,厉,5,吕,厂,2,万,3,MMS,/,厂
1419,压,6,吕,厂,2,圡,4,MGI,/,厂
1420,厌,6,吕,厂,2,犬,4,MIK,/,厂
1421,厍,6,吕,厂,2,车,4,MKQ,/,厂
1429,厕,8,吕,厂,2,则,6,MBON,/,厂
1432,厘,10,吕,厂,2,里,8,MWG,/,厂
1434,厚,9,吕,厂,2,㫗,7,MAND,/,厂
1437,厝,10,吕,厂,2,昔,8,MTA,/,厂
1439,原,10,吕,厂,2,𤽄,8,MHAF,/,厂
1442,厢,11,吕,厂,2,相,9,MDBU,/,厂
1443,厣,11,吕,厌,6,甲,5,MIKL,/,厂
1445,厥,12,吕,厂,2,欮,10,MTUO,/,厂
1446,厦,12,吕,厂,2,夏,10,MMUE,/,厂
1448,厨,12,吕,厂,2,豆寸,10,MMTI,/?,厂
1449,厩,12,吕,厂,2,既,10,MAIU,/,厂
1454,厮,14,吕,厂,2,斯,12,MTCL,/,厂
1467,去,5,吕,土,3,厶,2,GI,/,厶
1471,县,7,吕,且,5,厶,2,BMI,/,厶
1473,叁,8,吕,厶大,5,三,3,IKMMM,?/,厶
1474,参,8,吕,厶,2,人彡,6,IKHHH,/?,厶
1480,又,2,一,又,2,*,0,NK,/,*
1481,叉,3,+,又,2,丶,1,EI,/,又
1482,及,3,+,乃,2,㇏,1,NHE,/,又
1483,友,4,吕,𠂇,2,又,2,KE,/,又
1484,双,4,吅,又,2,*,2,EE,/,又
1485,反,4,吕,⺁,2,又,2,HE,?/,又
1489,发,5,一,发,5,*,0,IVKE,/,又
1492,叔,8,吅,尗,6,又,2,YFE,/,又
1494,取,8,吅,耳,6,又,2,SJE,/,又
1495,受,8,冖,爫,4,又,2,BBE,/,又
1496,变,8,吕,亦,6,又,2,YCE,/,又
1497,叙,9,吅,余,7,又,2,ODE,/,又
1499,叛,9,吅,半,5,反,4,FQHE,/,又
1503,叟,9,+,𦥔,7,又,2,HXLE,/,又
1504,叠,13,冖,叒,6,且,5,EEEM,/,又
1507,口,3,一,口,3,*,0,R,/,*
1508,古,5,+,十,2,口,3,JR,/,口
1509,句,5,回,勹,2,口,3,PR,/,口
1510,另,5,吕,口,3,力,2,RKS,/,口
1512,叨,5,吅,口,3,刀,2,RSH,/,口
1513,叩,5,吅,口,3,卩,2,RSL,/,口
1514,只,5,吕,口,3,八,2,RC,/,口
1515,叫,5,吅,口,3,丩,2,RVL,/,口
1516,召,5,吕,刀,2,口,3,SHR,/,口
1517,叭,5,吅,口,3,八,2,RC,/,口
1518,叮,5,吅,口,3,丁,2,RMN,/,口
1519,可,5,吅,口,3,丁,2,MNR,/,口
1520,台,5,吕,厶,2,口,3,IR,/,口
1521,叱,5,吅,口,3,七,2,RP,/,口
1522,史,5,+,口,3,乂,2,LK,/,口
1523,右,5,吕,𠂇,2,口,3,KR,/,口
1525,叵,5,吅,匚,2,口,3,SR,/,口
1526,叶,5,吅,口,3,十,2,RJ,/,口
1527,号,5,吕,口,3,丂,2,RMVS,/,口
1528,司,5,吕,𠃌,1,𠮛,4,SMR,?/,口
1529,叹,5,吅,口,3,又,2,RE,/,口
1531,叻,5,吅,口,3,力,2,RKS,/,口
1532,叼,5,吅,口,3,刁,2,RSM,/,口
1533,叽,5,吅,口,3,几,2,RHN,/,口
1537,吁,6,吅,口,3,于,3,RMD,/,口
1539,吃,6,吅,口,3,乞,3,RON,/,口
1540,各,6,吕,夂,3,口,3,HER,/,口
1542,吆,6,吅,口,3,幺,3,RVI,/,口
1544,合,6,吕,亼,3,口,3,OMR,/,口
1545,吉,6,吕,士,3,口,3,GR,/,口
1546,吊,6,吕,口,3,巾,3,RLB,/,口
1548,同,6,回,冂,2,𠮛,4,BMR,/,口
1549,名,6,吕,夕,3,口,3,NIR,/,口
1550,后,6,吕,⺁,2,𠮛,4,HMR,?/,口
1551,吏,6,+,丈,3,口,3,JLK,?/,口
1552,吐,6,吅,口,3,土,3,RG,/,口
1553,向,6,吕,丶,1,冋,5,HBR,/,口
1554,吒,6,吅,口,3,乇,3,RHP,/,口
1555,吓,6,吅,口,3,下,3,RMY,/,口
1557,吕,6,吕,口,3,*,3,RR,/,口
1558,吖,6,吅,口,3,丫,3,RCL,/,口
1559,吗,6,吅,口,3,马,3,RNVM,/,口
1563,君,7,吕,尹,4,口,3,SKR,/,口
1565,吝,7,吕,文,4,口,3,YKR,/,口
1566,吞,7,吕,天,4,口,3,MKR,/,口
1567,吟,7,吅,口,3,今,4,ROIN,/,口
1568,吠,7,吅,口,3,犬,4,RIK,/,口
1569,吡,7,吅,口,3,比,4,RPP,/,口
1571,吣,7,吅,口,3,心,4,RP,/,口
1574,否,7,吕,不,4,口,3,MFR,/,口
1575,吧,7,吅,口,3,巴,4,RAU,/,口
1576,吨,7,吅,口,3,屯,4,RPU,/,口
1577,吩,7,吅,口,3,分,4,RCSH,/,口
1579,含,7,吕,今,4,口,3,OINR,/,口
1580,听,7,吅,口,3,斤,4,RHML,/,口
1581,吭,7,吅,口,3,亢,4,RYHN,/,口
1582,吮,7,吅,口,3,允,4,RIHU,/,口
1583,启,7,吕,户,4,口,3,ISR,/,口
1585,吱,7,吅,口,3,支,4,RJE,/,口
1586,吲,7,吅,口,3,引,4,RNL,/,口
1588,吴,7,吕,口,3,天,4,RMK,/,口
1589,吵,7,吅,口,3,少,4,RFH,/,口
1592,吸,6,吅,口,3,及,3,RNHE,/,口
1593,吹,7,吅,口,3,欠,4,RNO,/,口
1595,吻,7,吅,口,3,勿,4,RPHH,/,口
1596,吼,7,吅,口,3,孔,4,RNDU,/,口
1598,吾,7,吕,五,4,口,3,MMR,/,口
1600,呀,7,吅,口,3,牙,4,RMVH,/,口
1603,呃,7,吅,口,3,厄,4,RMSU,/,口
1606,呆,7,吕,口,3,木,4,RD,/,口
1608,呈,7,吕,口,3,王,4,RMG,/,口
1610,告,7,吕,牛,4,口,3,HGR,/,口
1611,呋,7,吅,口,3,夫,4,RQO,/,口
1616,呐,7,吅,口,3,内,4,ROB,/,口
1618,呒,7,吅,口,3,无,4,RMKU,/,口
1619,呓,7,吅,口,3,艺,4,RTN,/,口
1620,呔,7,吅,口,3,太,4,RKI,/,口
1621,呕,7,吅,口,3,区,4,RSK,/,口
1622,呖,7,吅,口,3,历,4,RMKS,/,口
1623,呗,7,吅,口,3,贝,4,RBO,/,口
1624,员,7,吕,口,3,贝,4,RBO,/,口
1625,呙,7,吕,口,3,内,4,ROB,/,口
1627,呛,7,吅,口,3,仓,4,ROSU,/,口
1628,呜,7,吅,口,3,乌,4,RPVM,/,口
1634,呢,8,吅,口,3,尼,5,RSP,/,口
1636,呤,8,吅,口,3,令,5,ROII,/,口
1638,呦,8,吅,口,3,幼,5,RVIS,/,口
1640,周,8,回,冂,2,吉,6,BGR,/,口
1649,呱,8,吅,口,3,瓜,5,RHVO,/,口
1650,呲,9,吅,口,3,此,6,RYMP,/,口
1651,味,8,吅,口,3,未,5,RJD,/,口
1653,呵,8,吅,口,3,可,5,RMNR,/,口
1654,呶,8,吅,口,3,奴,5,RVE,/,口
1655,呷,8,吅,口,3,甲,5,RWL,/,口
1656,呸,8,吅,口,3,丕,5,RMFM,/,口
1659,呻,8,吅,口,3,申,5,RLWL,/,口
1660,呼,8,吅,口,3,乎,5,RHFD,/,口
1661,命,8,吕,亼,3,叩,5,OMRL,/,口
1664,咀,8,吅,口,3,且,5,RBM,/,口
1666,咂,8,吅,口,3,匝,5,RSLB,/,口
1668,咄,8,吅,口,3,出,5,RUU,/,口
1670,咆,8,吅,口,3,包,5,RPRU,/,口
1675,咋,8,吅,口,3,乍,5,ROS,/,口
1676,和,8,吅,禾,5,口,3,HDR,/,口
1678,咎,8,吕,处,5,口,3,HYR,/,口
1679,咏,8,吅,口,3,永,5,RINE,/,口
1680,咐,8,吅,口,3,付,5,RODI,/,口
1682,咒,8,咒,口,3,几,2,RRHN,/,口
1684,咔,8,吅,口,3,卡,5,RYMY,/,口
1685,咕,8,吅,口,3,古,5,RJR,/,口
1686,咖,8,吅,口,3,加,5,RKSR,/,口
1689,咙,8,吅,口,3,龙,5,RIKP,/,口
1690,咚,8,吅,口,3,冬,5,RHEY,/,口
1691,咛,8,吅,口,3,宁,5,RJMN,/,口
1693,咝,8,吅,口,3,丝,5,RVVM,/,口
1699,咣,9,吅,口,3,光,6,RFMU,/,口
1700,咤,9,吅,口,3,宅,6,RJHP,/,口
1702,咦,9,吅,口,3,夷,6,RKN,/,口
1703,咧,9,吅,口,3,列,6,RMNN,/,口
1704,咨,9,吕,次,6,口,3,MOR,/,口
1705,咩,9,吅,口,3,羊,6,RTQ,/,口
1706,咪,9,吅,口,3,米,6,RFD,/,口
1707,咫,9,吅,尺,4,只,5,SORC,/,口
1708,咬,9,吅,口,3,交,6,RYCK,/,口
1709,咭,9,吅,口,3,吉,6,RGR,/,口
1711,咯,9,吅,口,3,各,6,RHER,/,口
1713,咱,9,吅,口,3,自,6,RHBU,/,口
1715,咳,9,吅,口,3,亥,6,RYVO,/,口
1716,咴,9,吅,口,3,灰,6,RKF,/,口
1720,咸,9,回,戌,6,口,3,IHMR,/,口
1723,咻,9,吅,口,3,休,6,ROD,/,口
1725,咽,9,吅,口,3,因,6,RWK,/,口
1727,咿,9,吅,口,3,伊,6,ROSK,/,口
1728,哀,9,回,衣,6,口,3,YRHV,/,口
1729,品,9,品,口,3,*,6,RRR,/,口
1730,哂,9,吅,口,3,西,6,RMCW,/,口
1732,哄,9,吅,口,3,共,6,RTC,/,口
1734,哆,9,吅,口,3,多,6,RNIN,/,口
1735,哇,9,吅,口,3,圭,6,RGG,/,口
1736,哈,9,吅,口,3,合,6,ROMR,/,口
1737,哉,9,回,𢦏,6,口,3,JIR,?/,口
1740,哌,9,吅,口,3,辰?,6,RHHV,/?,口
1741,响,9,吅,口,3,向,6,RHBR,/,口
1742,哎,8,吅,口,3,艾,5,RTK,/,口
1743,哏,9,吅,口,3,艮,6,RAV,/,口
1744,哐,9,吅,口,3,匡,6,RSMG,/,口
1745,哑,9,吅,口,3,亚,6,RMTC,/,口
1746,哒,9,吅,口,3,达,6,RYK,/,口
1747,哓,9,吅,口,3,尧,6,RJPU,/,口
1748,哔,9,吅,口,3,毕,6,RPPJ,/,口
1749,哕,9,吅,口,3,岁,6,RUNI,/,口
1751,哗,9,吅,口,3,华,6,ROPJ,/,口
1753,哙,9,吅,口,3,会,6,ROMI,/,口
1754,哚,9,吅,口,3,朵,6,RHND,/,口
1756,哜,9,吅,口,3,齐,6,RYKL,/,口
1757,哝,9,吅,口,3,农,6,RHBV,/,口
1758,哞,9,吅,口,3,牟,6,RIHQ,/,口
1759,哟,9,吅,口,3,约,6,RVMI,/,口
1765,哥,10,吕,可,5,*,5,MRNR,/,口
1766,哦,10,吅,口,3,我,7,RHQI,/,口
1767,哧,10,吅,口,3,赤,7,RGLC,/,口
1768,哨,10,吅,口,3,肖,7,RFB,/,口
1769,哩,11,吅,口,3,里,8,RWG,/,口
1770,哪,10,吅,口,3,那,7,RSQL,/,口
1773,哭,10,咒,口,3,犬,4,RRIK,/,口
1774,哮,10,吅,口,3,孝,7,RJKD,/,口
1778,哲,10,吕,折,7,口,3,QLR,/,口
1779,哳,10,吅,口,3,折,7,RQHL,/,口
1786,哺,10,吅,口,3,甫,7,RIJB,/,口
1788,哼,10,吅,口,3,亨,7,RYRN,/,口
1789,哽,10,吅,口,3,更,7,RMLK,/,口
1791,哿,10,吕,加,5,可,5,KRMNR,/,口
1793,唁,10,吅,口,3,言,7,RYMR,/,口
1798,唆,10,吅,口,3,夋,7,RICE,/,口
1799,唇,10,吕,辰,7,口,3,MVR,/,口
1801,唉,10,吅,口,3,矣,7,RIOK,/,口
1807,唏,10,吅,口,3,希,7,RKKB,/,口
1808,唐,10,吕,广肀,7,口,3,ILR,?/,口
1809,唑,10,吅,口,3,坐,7,ROOG,/,口
1812,唔,10,吅,口,3,吾,7,RMMR,/,口
1819,唛,10,吅,口,3,麦,7,RQME,/,口
1824,唠,10,吅,口,3,劳,7,RTBS,/,口
1826,唢,10,吅,口,3,?贝,7,RFBO,/?,口
1827,唣,10,吅,口,3,皂,7,RHAP,/,口
1828,唤,10,吅,口,3,奂,7,RNBK,/,口
1831,唧,11,吅,口,3,即,8,RAIL,/,口
1834,唪,11,吅,口,3,奉,8,RQKQ,/,口
1836,唬,11,吅,口,3,虎,8,RYPU,/,口
1838,售,11,吕,隹,8,口,3,OGR,/,口
1839,唯,11,吅,口,3,隹,8,ROG,/,口
1840,唰,11,吅,口,3,刷,8,RSBN,/,口
1841,唱,11,吅,口,3,昌,8,RAA,/,口
1843,唳,10,吅,口,3,戾,7,RISK,/,口
1847,唷,11,吅,口,3,育,8,RYIB,/,口
1852,唼,11,吅,口,3,妾,8,RYTV,/,口
1854,唾,11,吅,口,3,垂,8,RHJM,/,口
1855,唿,11,吅,口,3,忽,8,RPHP,/,口
1857,啁,11,吅,口,3,周,8,RBGR,/,口
1859,啃,11,吅,口,3,肯,8,RYMB,/,口
1860,啄,10,吅,口,3,豕,7,RMSO,/,口
1862,商,11,吕,六,4,冏,7,YCBR,*/,口
1865,啉,11,吅,口,3,林,8,RDD,/,口
1866,啊,11,吅,口,3,阿,8,RNLR,/,口
1872,啐,11,吅,口,3,卒,8,RYOJ,/,口
1877,啕,11,吅,口,3,匋,8,RPOU,/,口
1878,啖,11,吅,口,3,炎,8,RFF,/,口
1884,啜,11,吅,口,3,叕,8,REEE,/,口
1889,啡,11,吅,口,3,非,8,RLMY,/,口
1892,啤,11,吅,口,3,卑,8,RHWJ,/,口
1893,啥,11,吅,口,3,舍,8,ROMR,/,口
1894,啦,11,吅,口,3,拉,8,RQYT,/,口
1895,啧,11,吅,口,3,责,8,RQMO,/,口
1898,啪,11,吅,口,3,拍,8,RQHA,/,口
1900,啬,11,吕,亠?,5,回,6,GCWR,?/,口
1901,啭,11,吅,口,3,转,8,RKQI,/,口
1902,啮,11,吅,口,3,齿,8,RYMU,/,口
1909,啵,11,吅,口,3,波,8,REDE,/,口
1910,啶,11,吅,口,3,定,8,RJMO,/,口
1911,啷,12,吅,口,3,郎,9,RIIL,/,口
1912,啸,11,吅,口,3,肃,8,RLX,/,口
1915,啻,12,吕,帝,9,口,3,YBR,/,口
1916,啼,12,吅,口,3,帝,9,RYBB,/,口
1918,啾,12,吅,口,3,秋,9,RHDF,/,口
1920,喀,12,吅,口,3,客,9,RJHR,/,口
1921,喁,12,吅,口,3,禺,9,RWLB,/,口
1922,喂,12,吅,口,3,畏,9,RWMV,/,口
1923,喃,12,吅,口,3,南,9,RJBJ,/,口
1924,善,12,吕,羊,6,业口,6,TTR,/?,口
1927,喇,12,吅,口,3,剌,9,RDLN,/,口
1928,喈,12,吅,口,3,皆,9,RPPA,/,口
1929,喉,12,吅,口,3,侯,9,RONK,/,口
1930,喊,12,吅,口,3,咸,9,RIHR,/,口
1931,喋,11,吅,口,3,枼,8,RPTD,/,口
1935,喏,11,吅,口,3,若,8,RTKR,/,口
1937,喑,12,吅,口,3,音,9,RYTA,/,口
1940,喔,12,吅,口,3,屋,9,RSMG,/,口
1944,喘,12,吅,口,3,耑,9,RUMB,/,口
1945,喙,12,吅,口,3,彖,9,RVNO,/,口
1948,喜,12,吕,壴,9,口,3,GRTR,/,口
1949,喝,12,吅,口,3,曷,8,RAPV,/,口
1951,喟,12,吅,口,3,胃,9,RWB,/,口
1959,喧,12,吅,口,3,宣,9,RJMM,/,口
1969,喱,13,吅,口,3,厘,10,RMWG,/,口
1971,喳,12,吅,口,3,查,9,RDAM,/,口
1973,喵,11,吅,口,3,苗,8,RTW,/,口
1975,喷,12,吅,口,3,贲,9,RJTO,/,口
1977,喹,12,吅,口,3,奎,9,RKGG,/,口
1979,喻,12,吅,口,3,俞,9,ROMN,/,口
1981,喽,12,吅,口,3,娄,9,RFDV,/,口
1982,喾,12,冖,小,3,告,7,FBHGR,/,口
1988,嗄,13,吅,口,3,夏,10,RMUE,/,口
1989,嗅,13,吅,口,3,臭,10,RHUK,/,口
1993,嗉,13,吅,口,3,素,10,RQMF,/,口
1996,嗌,13,吅,口,3,益,10,RTCT,/,口
1997,嗍,13,吅,口,3,朔,10,RTUB,/,口
2001,嗑,13,吅,口,3,盍,10,RGIT,/,口
2002,嗒,12,吅,口,3,荅,9,RTOR,/,口
2003,嗓,13,吅,口,3,桑,10,REED,/,口
2004,嗔,13,吅,口,3,眞,10,RJBC,/,口
2006,嗖,12,吅,口,3,叟,9,RHXE,/,口
2012,嗜,13,吅,口,3,耆,10,RJPA,/,口
2013,嗝,13,吅,口,3,鬲,10,RMRB,/,口
2015,嗟,13,吅,口,3,差,10,RTQM,/,口
2017,嗡,13,吅,口,3,翁,10,RCIM,/,口
2019,嗣,13,吅,口冊,8,司,5,RBSMR,?/,口
2020,嗤,13,吅,口,3,蚩,10,RUMI,/,口
2021,嗥,13,吅,口,3,皋,10,RHAJ,/,口
2022,嗦,13,吅,口,3,索,10,RJBF,/,口
2024,嗨,13,吅,口,3,海,10,REOY,/,口
2026,嗪,13,吅,口,3,秦,10,RQKD,/,口
2027,嗫,13,吅,口,3,聂,10,RSJE,/,口
2028,嗬,13,吅,口,3,荷,10,RTOR,/,口
2031,嗯,13,吅,口,3,恩,10,RWKP,/,口
2034,嗲,13,吅,口,3,爹,10,RCKN,/,口
2035,嗳,13,吅,口,3,爱,10,RBBE,/,口
2037,嗵,13,吅,口,3,通,10,RYNB,/,口
2039,嗷,14,吅,口,3,敖,11,RQSK,/,口
2045,嗽,14,吅,口,3,欶,11,RDLO,/,口
2046,嗾,14,吅,口,3,族,11,RYSK,/,口
2048,嘀,14,吅,口,3,啇,11,RYCB,/,口
2049,嘁,14,吅,口,3,戚,11,RIHF,/,口
2056,嘈,14,吅,口,3,曹,11,RTWA,/,口
2057,嘉,14,吕,壴,9,加,5,GRTR,/,口
2060,嘌,14,吅,口,3,票,11,RMWF,/,口
2062,嘎,14,吅,口,3,戛,11,RMUI,/,口
2063,嘏,14,吅,古,5,叚,9,JRRSE,/,口
2072,嘘,14,吅,口,3,虚,11,RYPC,/,口
2075,嘛,14,吅,口,3,麻,11,RIJC,/,口
2078,嘞,13,吅,口,3,勒,10,RTJS,/,口
2079,嘟,14,吅,口,3,都,11,RJAL,/,口
2083,嘣,14,吅,口,3,崩,11,RUBB,/,口
2084,嘤,14,吅,口,3,婴,11,RBOV,/,口
2087,嘧,14,吅,口,3,密,11,RJPU,/,口
2092,嘬,15,吅,口,3,最,12,RASE,/,口
2093,嘭,15,吅,口,3,彭,12,RGTH,/,口
2097,嘱,15,吅,口,3,属,12,RSHB,/,口
2098,嘲,15,吅,口,3,朝,12,RJJB,/,口
2100,嘴,16,吅,口,3,觜,13,RYPB,/,口
2102,嘶,15,吅,口,3,斯,12,RTCL,/,口
2105,嘹,15,吅,口,3,尞,12,RKCF,/,口
2107,嘻,15,吅,口,3,喜,12,RGRR,/,口
2111,嘿,15,吅,口,3,黑,12,RWGF,/,口
2124,噌,14,吅,口,3,曽,11,RCWA,/,口
2125,噍,15,吅,口,3,焦,12,ROGF,/,口
2126,噎,15,吅,口,3,壹,12,RGBT,/,口
2132,噔,15,吅,口,3,登,12,RNOT,/,口
2135,噗,15,吅,口,3,菐,12,RTCO,/,口
2136,噘,15,吅,口,3,厥,12,RMTO,/,口
2137,噙,16,吅,口,3,禽,13,ROYB,/,口
2140,噜,15,吅,口,3,鲁,12,RNWA,/,口
2146,噢,16,吅,口,3,奧,13,RHBK,/,口
2148,噤,16,吅,口,3,禁,13,RDDF,/,口
2152,器,15,弼,吕,6,大,3,RRIKR,/,口
2153,噩,16,+,王,4,㗊,12,MGRR,/,口
2154,噪,16,吅,口,3,喿,13,RRRD,/,口
2155,噫,16,吅,口,3,意,13,RYTP,/,口
2156,噬,16,吅,口,3,筮,13,RHMO,/,口
2161,噱,16,吅,口,3,豦,13,RYPO,/,口
2166,噶,15,吅,口,3,葛,12,RTAV,/,口
2171,噻,16,吅,口,3,塞,13,RJTG,/,口
2172,噼,16,吅,口,3,辟,13,RSRJ,/,口
2181,嚅,17,吅,口,3,需,14,RMBB,/,口
2182,嚆,16,吅,口,3,蒿,13,RTYB,/,口
2190,嚎,17,吅,口,3,豪,14,RYRO,/,口
2191,嚏,17,吅,口,3,疐,14,RJBO,/,口
2195,嚓,17,吅,口,3,察,14,RJBF,/,口
2211,嚣,18,回,㗊,12,页,6,RRMOR,/,口
2223,嚯,19,吅,口,3,霍,16,RMBG,/,口
2231,嚷,20,吅,口,3,襄,17,RYRV,/,口
2236,嚼,21,吅,口,3,爵,18,RBWI,/,口
2250,囊,22,一,囊,22,*,0,JBRRV,/,口
2260,囔,25,吅,口,3,囊,22,RJBV,/,口
2266,囚,5,回,囗,3,人,2,WO,/,囗
2267,四,5,回,囗,3,儿,2,WC,/,囗
2269,囝,6,回,囗,3,子,3,WND,/,囗
2270,回,6,回,囗,3,口,3,WR,/,囗
2271,囟,6,回,丶囗,4,乄,2,HWK,?/,囗
2272,因,6,回,囗,3,大,3,WK,/,囗
2273,囡,6,回,囗,3,女,3,WV,/,囗
2274,团,6,回,囗,3,才,3,WDH,/,囗
2276,囤,7,回,囗,3,屯,4,WPU,/,囗
2283,囫,7,回,囗,3,勿,4,WPHH,/,囗
2285,园,7,回,囗,3,元,4,WMMU,/,囗
2288,困,7,回,囗,3,木,4,WD,/,囗
2289,囱,7,回,丶囗,4,夕,3,HWNI,?/,囗
2292,围,7,回,囗,3,韦,4,WQS,/,囗
2293,囵,7,回,囗,3,仑,4,WOP,/,囗
2297,囹,8,回,囗,3,令,5,WOII,/,囗
2298,固,8,回,囗,3,古,5,WJR,/,囗
2301,国,8,回,囗,3,玉,5,WMGI,/,囗
2302,图,8,回,囗,3,冬,5,WHEY,/,囗
2303,囿,9,回,囗,3,有,6,WKB,/,囗
2307,圃,10,回,囗,3,甫,7,WIJB,/,囗
2308,圄,10,回,囗,3,吾,7,WMMR,/,囗
2310,圆,10,回,囗,3,员,7,WRBO,/,囗
2312,圈,11,回,囗,3,卷,8,WFQU,/,囗
2313,圉,11,回,囗,3,幸,8,WGTJ,/,囗
2314,圊,11,回,囗,3,青,8,WQMB,/,囗
2332,圜,16,回,囗,3,睘,13,WWLV,/,囗
2335,土,3,一,土,3,*,0,G,/,*
2339,圣,5,吕,又,2,土,3,EG,/,土
2344,在,6,吕,才,3,土,3,KLG,*/,土
2345,圩,6,吅,土,3,于,3,GMD,/,土
2346,圪,6,吅,土,3,乞,3,GON,/,土
2348,圬,6,吅,土,3,亏,3,GMMS,/,土
2349,圭,6,吕,土,3,*,3,GG,/,土
2350,圮,6,吅,土,3,己,3,GSU,/,土
2351,圯,6,吅,土,3,巳,3,GRU,/,土
2352,地,6,吅,土,3,也,3,GPD,/,土
